DUE_TO,CREATED_DATE,REGION,TIER,PRIORITY,ESTIMATED_DURATION,MAXIMUM_WAITING_TIME,RESOURCE_REQUIREMENT
2024-06-13 13:00:00,2024-05-22 19:21:16,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 15:00:00,2024-05-22 15:27:01,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-24 12:00:00,2024-05-22 12:40:28,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 17:00:00,2024-05-22 17:19:41,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 20:00:00,2024-05-22 20:57:31,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-22 19:00:00,2024-05-22 17:18:12,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-22 17:00:00,2024-05-22 15:26:33,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 13:00:00,2024-05-22 18:59:04,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 12:00:00,2024-05-22 12:43:08,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-27 23:00:00,2024-05-22 23:41:27,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-24 14:00:00,2024-05-22 14:44:54,sa-unknown-1,0,MEDIUM,2,-1,LOW
2024-05-23 00:00:00,2024-05-22 14:13:20,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 22:00:00,2024-05-22 22:50:12,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-24 16:00:00,2024-05-22 16:36:14,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-24 17:00:00,2024-05-22 12:46:46,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 17:00:00,2024-05-22 17:22:36,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 17:00:00,2024-05-22 17:24:07,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:23:48,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-27 22:00:00,2024-05-22 22:22:23,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 12:00:00,2024-05-22 12:10:31,sa-unknown-1,0,MEDIUM,2,-1,LOW
2024-05-28 18:00:00,2024-05-22 18:30:57,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-22 18:43:51,2024-05-22 15:43:51,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 16:00:00,2024-05-22 16:44:37,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-28 13:00:00,2024-05-22 18:22:16,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-27 16:00:00,2024-05-22 18:22:27,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-22 12:00:00,2024-05-22 12:47:17,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-22 20:24:53,2024-05-22 17:24:53,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 19:00:00,2024-05-22 19:02:54,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:40:53,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 12:00:00,2024-05-22 12:51:37,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 15:00:00,2024-05-22 15:28:14,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 21:00:00,2024-05-22 13:32:53,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 23:00:00,2024-05-22 23:37:59,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-24 12:00:00,2024-05-22 12:57:43,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-22 22:00:00,2024-05-22 15:56:58,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:59:12,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 19:00:00,2024-05-22 19:34:51,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 17:00:00,2024-05-22 17:31:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 19:00:00,2024-05-22 22:43:41,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:31:08,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 13:00:00,2024-05-22 13:07:42,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-25 17:00:00,2024-05-22 14:38:50,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-24 15:00:00,2024-05-22 14:39:01,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-25 12:00:00,2024-05-22 14:39:09,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-23 22:00:00,2024-05-22 22:59:22,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-24 17:00:00,2024-05-22 17:57:47,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 23:00:00,2024-05-22 23:25:24,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:33:25,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 20:00:00,2024-05-22 20:36:07,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 01:13:42,2024-05-22 23:13:42,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-22 22:27:36,2024-05-22 22:27:36,sa-unknown-1,0,LOW,10,-1,LOW
2024-05-24 17:00:00,2024-05-22 22:28:23,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 23:00:00,2024-05-22 23:24:43,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-22 19:00:00,2024-05-22 17:13:05,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-22 16:57:23,2024-05-22 14:57:23,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 17:00:00,2024-05-22 17:31:57,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 18:00:00,2024-05-22 18:32:12,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 20:00:00,2024-05-22 20:49:32,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 12:00:00,2024-05-22 14:16:35,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-24 13:00:00,2024-05-22 13:01:12,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-22 16:00:00,2024-05-22 14:19:30,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-27 19:00:00,2024-05-22 19:24:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 15:00:00,2024-05-22 15:29:23,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-22 21:00:00,2024-05-22 16:13:04,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 12:00:00,2024-05-22 20:43:21,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-22 19:00:00,2024-05-22 17:12:22,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-23 16:00:00,2024-05-22 16:47:09,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 19:00:00,2024-05-22 19:33:55,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 17:00:00,2024-05-22 04:27:21,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 21:00:00,2024-05-22 21:06:22,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 14:00:00,2024-05-22 14:58:21,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 22:00:00,2024-05-22 22:57:51,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 21:00:00,2024-05-22 21:46:40,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 15:00:00,2024-05-22 12:18:01,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-23 23:30:00,2024-05-22 12:18:16,sa-unknown-1,50,HIGH,5,0,LOW
2024-05-23 23:00:00,2024-05-22 23:02:55,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-23 22:00:00,2024-05-22 22:51:20,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-23 14:00:00,2024-05-22 14:34:26,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-28 19:00:00,2024-05-22 22:45:22,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-05-27 13:00:00,2024-05-22 17:38:12,sa-unknown-1,0,LOW,-1,-1,LOW
2024-05-26 19:00:00,2024-05-22 17:38:24,sa-unknown-1,50,HIGH,5,0,LOW
