DUE_TO,CREATED_DATE,REGION,TIER,PRIORITY,ESTIMATED_DURATION,MAXIMUM_WAITING_TIME,RESOURCE_REQUIREMENT
2024-06-25 11:00:00,2024-06-24 11:18:22,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 21:00:00,2024-06-24 21:56:39,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 12:00:00,2024-06-24 14:33:44,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 13:00:00,2024-06-24 13:19:13,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 16:00:00,2024-06-24 17:02:43,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 17:00:00,2024-06-24 17:52:59,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-24 22:45:49,2024-06-24 16:45:50,sa-unknown-1,0,LOW,-1,-1,LOW
2024-07-10 14:00:00,2024-06-24 14:57:31,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 12:00:00,2024-06-24 18:02:28,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 12:00:00,2024-06-24 12:18:56,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 21:00:00,2024-06-24 21:46:57,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 18:00:00,2024-06-24 14:37:09,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 12:00:00,2024-06-24 18:49:56,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 16:00:00,2024-06-24 14:24:36,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 18:00:00,2024-06-24 16:13:14,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 20:00:00,2024-06-24 18:21:19,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-25 01:14:50,2024-06-24 22:14:50,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 11:00:00,2024-06-24 11:01:37,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 13:00:00,2024-06-24 18:00:01,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-28 22:00:00,2024-06-24 15:26:32,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-28 12:00:00,2024-06-24 15:26:51,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-27 15:00:00,2024-06-24 15:26:59,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-25 15:00:00,2024-06-24 15:18:35,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-29 12:00:00,2024-06-24 16:21:17,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-28 14:00:00,2024-06-24 16:21:29,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-29 12:00:00,2024-06-24 16:21:43,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-28 15:00:00,2024-06-24 15:44:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 13:00:00,2024-06-24 13:12:04,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 13:00:00,2024-06-24 13:03:49,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-27 15:00:00,2024-06-24 15:49:08,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 15:00:00,2024-06-24 15:04:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 21:00:00,2024-06-24 21:44:04,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 12:00:00,2024-06-24 17:23:38,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 12:00:00,2024-06-24 17:24:02,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 12:00:00,2024-06-24 12:16:25,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 15:00:00,2024-06-24 15:30:31,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-27 20:00:00,2024-06-24 16:11:15,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 16:00:00,2024-06-24 16:11:23,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-27 12:00:00,2024-06-24 16:11:32,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-25 12:00:00,2024-06-24 13:15:15,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-24 21:00:00,2024-06-24 19:05:00,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-26 19:30:00,2024-06-24 21:10:27,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-28 21:00:00,2024-06-24 12:19:49,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-27 15:00:00,2024-06-24 12:19:59,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-29 12:00:00,2024-06-24 12:20:26,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 12:00:00,2024-06-24 12:26:06,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 00:00:00,2024-06-24 16:55:26,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 18:00:00,2024-06-24 18:00:11,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 15:00:00,2024-06-24 15:54:30,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-24 22:13:43,2024-06-24 22:13:43,sa-unknown-1,0,LOW,10,-1,LOW
2024-06-26 12:00:00,2024-06-24 18:04:43,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 14:00:00,2024-06-24 14:17:28,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-27 18:00:00,2024-06-24 20:41:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-27 14:00:00,2024-06-24 20:42:11,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-26 18:15:00,2024-06-24 20:42:26,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-25 20:00:00,2024-06-24 20:13:07,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 12:00:00,2024-06-24 18:01:04,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 14:00:00,2024-06-24 12:51:27,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 16:00:00,2024-06-24 14:20:26,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 18:00:00,2024-06-24 16:12:44,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 23:08:46,2024-06-24 20:08:46,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 18:44:54,2024-06-24 15:44:54,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 22:30:00,2024-06-24 19:32:05,sa-unknown-1,15,HIGH,15,0,LOW
2024-07-01 22:00:00,2024-06-24 22:46:36,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-28 18:00:00,2024-06-24 22:46:57,sa-unknown-1,50,HIGH,5,0,LOW
2024-07-01 12:00:00,2024-06-24 22:47:09,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-27 19:00:00,2024-06-24 22:48:15,sa-unknown-1,0,MEDIUM,2,-1,LOW
2024-06-25 12:00:00,2024-06-24 12:13:40,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-26 14:00:00,2024-06-24 14:02:25,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 22:00:00,2024-06-24 22:58:32,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 15:00:00,2024-06-24 15:12:38,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 14:00:00,2024-06-24 14:14:31,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 14:00:00,2024-06-24 14:09:27,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-06-25 13:00:00,2024-06-24 14:00:05,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-07-23 19:00:00,2024-06-24 14:18:29,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 16:00:00,2024-06-24 14:12:13,sa-unknown-1,50,HIGH,5,0,LOW
2024-06-24 18:23:33,2024-06-24 16:23:33,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-24 19:46:34,2024-06-24 16:46:34,sa-unknown-1,0,LOW,-1,-1,LOW
2024-06-25 23:00:00,2024-06-24 23:53:42,sa-unknown-1,0,LOW,-1,-1,LOW
