DUE_TO,CREATED_DATE,REGION,TIER,PRIORITY,ESTIMATED_DURATION,MAXIMUM_WAITING_TIME,RESOURCE_REQUIREMENT
2024-11-13 01:00:00,2024-11-10 01:10:16,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-11 17:00:00,2024-11-10 17:34:50,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-10 18:58:09,2024-11-10 18:58:09,sa-unknown-1,0,LOW,10,-1,LOW
2024-11-14 00:00:00,2024-11-10 00:22:03,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-10 15:00:00,2024-11-10 13:38:19,sa-unknown-1,50,HIGH,5,0,LOW
2024-11-13 00:00:00,2024-11-10 00:23:23,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-14 00:00:00,2024-11-10 00:35:33,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-14 00:00:00,2024-11-10 00:18:30,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-16 14:00:29,2024-11-10 19:27:38,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-15 15:00:00,2024-11-10 19:27:51,sa-unknown-1,50,HIGH,5,0,LOW
2024-11-13 18:00:00,2024-11-10 19:28:17,sa-unknown-1,0,MEDIUM,2,-1,LOW
2024-11-10 23:09:53,2024-11-10 20:09:53,sa-unknown-1,0,LOW,-1,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:06:28,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:10:25,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 16:00:00,2024-11-10 16:08:24,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:24:02,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:14:29,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:21:36,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:09:30,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-12 17:00:00,2024-11-10 17:09:35,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-11 21:00:00,2024-11-10 21:12:06,sa-unknown-1,15,MEDIUM,2,-1,LOW
2024-11-12 17:00:00,2024-11-10 17:02:03,sa-unknown-1,15,MEDIUM,2,-1,LOW
